id,date,element,value,mflag,qflag,sflag,time
USW00094846,2018-01-05,SNOW,0.0,,,W,
USW00094846,2018-01-05,WSF5,103.0,,,W,
USW00094846,2018-01-05,AWND,48.0,,,W,
USW00094846,2018-01-05,WSF2,89.0,,,W,
USW00094846,2018-01-05,SNWD,30.0,,,W,2400
USW00094846,2018-01-05,WDF2,320.0,,,W,
USW00094846,2018-01-05,TMIN,-182.0,,,W,2400
USW00094846,2018-01-05,TMAX,-116.0,,,W,2400
USW00094846,2018-01-06,TMAX,-82.0,,,W,2400
USW00094846,2018-01-06,AWND,29.0,,,W,
USW00094846,2018-01-06,WSF2,63.0,,,W,
USW00094846,2018-01-06,WDF5,170.0,,,W,
USW00094846,2018-01-06,WSF5,76.0,,,W,
USW00094846,2018-01-06,TAVG,-148.0,H,,S,
USW00094846,2018-01-06,PRCP,0.0,,,W,2400
USW00094846,2018-01-06,TMIN,-188.0,,,W,2400
USW00094846,2018-01-06,SNWD,30.0,,,W,2400
USW00094846,2018-01-06,SNOW,0.0,,,W,
USW00094846,2018-01-06,WDF2,200.0,,,W,
USW00094846,2018-01-07,SNOW,0.0,T,,W,
USW00094846,2018-01-07,SNWD,25.0,,,Z,2400
USW00094846,2018-01-07,WT06,1.0,,,W,
USW00094846,2018-01-07,WT01,1.0,,,W,
USW00094846,2018-01-07,TAVG,-84.0,H,,S,
USW00094846,2018-01-07,WSF5,143.0,,,W,
USW00094846,2018-01-07,WT04,1.0,,,W,
USW00094846,2018-01-07,TMIN,-132.0,,,W,2400
USW00094846,2018-01-07,WDF5,210.0,,,W,
USW00094846,2018-01-07,PRCP,8.0,,,W,2400
USW00094846,2018-01-07,WSF2,107.0,,,W,
USW00094846,2018-01-07,AWND,67.0,,,W,
USW00094846,2018-01-07,TMAX,6.0,,,W,2400
USW00094846,2018-01-07,WDF2,210.0,,,W,
USW00094846,2018-01-08,WDF5,250.0,,,W,
USW00094846,2018-01-08,WSF2,81.0,,,W,
USW00094846,2018-01-08,WT01,1.0,,,W,
USW00094846,2018-01-08,WSF5,107.0,,,W,
USW00094846,2018-01-08,TAVG,9.0,H,,S,
USW00094846,2018-01-08,SNOW,0.0,,,W,
USW00094846,2018-01-08,WDF2,250.0,,,W,
USW00094846,2018-01-08,SNWD,30.0,,,W,2400
USW00094846,2018-01-08,WT08,1.0,,,W,
USW00094846,2018-01-08,TMAX,28.0,,,W,2400
USW00094846,2018-01-08,PRCP,0.0,T,,W,2400
USW00094846,2018-01-08,AWND,53.0,,,W,
USW00094846,2018-01-08,TMIN,-5.0,,,W,2400
USW00094846,2018-01-09,WSF2,63.0,,,W,
USW00094846,2018-01-09,TMAX,22.0,,,W,2400
USW00094846,2018-01-09,WDF2,160.0,,,W,
USW00094846,2018-01-09,TAVG,-6.0,H,,S,
USW00094846,2018-01-09,PRCP,0.0,,,W,2400
USW00094846,2018-01-09,SNWD,0.0,,,W,2400
USW00094846,2018-01-09,WT08,1.0,,,W,
USW00094846,2018-01-09,WT01,1.0,,,W,
USW00094846,2018-01-09,WSF5,81.0,,,W,
USW00094846,2018-01-09,WDF5,170.0,,,W,
USW00094846,2018-01-09,TMIN,-32.0,,,W,2400
USW00094846,2018-01-09,AWND,27.0,,,W,
USW00094846,2018-01-09,SNOW,0.0,,,W,
USW00094846,2018-01-10,WDF2,210.0,,,W,
USW00094846,2018-01-10,SNWD,0.0,,,W,2400
USW00094846,2018-01-10,SNOW,0.0,,,W,
USW00094846,2018-01-10,WSF5,188.0,,,W,
USW00094846,2018-01-10,WT01,1.0,,,W,
USW00094846,2018-01-10,WSF2,139.0,,,W,
USW00094846,2018-01-10,AWND,71.0,,,W,
USW00094846,2018-01-10,WT06,1.0,,,W,
USW00094846,2018-01-10,PRCP,3.0,,,W,2400
USW00094846,2018-01-10,WDF5,210.0,,,W,
USW00094846,2018-01-10,TMAX,133.0,,,W,2400
USW00094846,2018-01-10,TAVG,27.0,H,,S,
USW00094846,2018-01-10,TMIN,-10.0,,,W,2400
USW00094846,2018-01-11,WSF5,161.0,,,W,
USW00094846,2018-01-11,AWND,73.0,,,W,
USW00094846,2018-01-11,SNWD,0.0,,,W,2400
USW00094846,2018-01-11,WT01,1.0,,,W,
USW00094846,2018-01-11,WSF2,125.0,,,W,
USW00094846,2018-01-11,WDF2,220.0,,,W,
USW00094846,2018-01-11,PRCP,91.0,,,W,2400
USW00094846,2018-01-11,WDF5,190.0,,,W,
USW00094846,2018-01-11,TAVG,131.0,H,,S,
USW00094846,2018-01-11,SNOW,0.0,,,W,
USW00094846,2018-01-11,TMAX,150.0,,,W,2400
USW00094846,2018-01-11,TMIN,-49.0,,,W,2400
USW00094846,2018-01-12,PRCP,0.0,T,,W,2400
USW00094846,2018-01-12,WSF5,165.0,,,W,
USW00094846,2018-01-12,SNWD,0.0,,,W,2400
USW00094846,2018-01-12,AWND,89.0,,,W,
USW00094846,2018-01-12,TMAX,-49.0,,,W,2400
USW00094846,2018-01-12,TAVG,-48.0,H,,S,
USW00094846,2018-01-12,TMIN,-99.0,,,W,2400
USW00094846,2018-01-12,WSF2,130.0,,,W,
USW00094846,2018-01-12,SNOW,0.0,T,,W,
USW00094846,2018-01-12,WDF5,10.0,,,W,
USW00094846,2018-01-12,WDF2,360.0,,,W,
USW00094846,2018-01-13,WSF5,121.0,,,W,
USW00094846,2018-01-13,PRCP,0.0,,,W,2400
USW00094846,2018-01-13,WDF5,340.0,,,W,
USW00094846,2018-01-13,AWND,44.0,,,W,
USW00094846,2018-01-13,SNWD,0.0,,,W,2400
USW00094846,2018-01-13,TAVG,-106.0,H,,S,
USW00094846,2018-01-13,TMAX,-88.0,,,W,2400
USW00094846,2018-01-13,SNOW,0.0,,,W,
USW00094846,2018-01-13,WSF2,103.0,,,W,
USW00094846,2018-01-13,TMIN,-143.0,,,W,2400
USW00094846,2018-01-13,WDF2,340.0,,,W,
USW00094846,2018-01-14,SNWD,0.0,,,W,2400
USW00094846,2018-01-14,TAVG,-112.0,H,,S,
USW00094846,2018-01-14,TMIN,-149.0,,,W,2400
USW00094846,2018-01-14,SNOW,20.0,,,W,
USW00094846,2018-01-14,WSF5,130.0,,,W,
USW00094846,2018-01-14,TMAX,-60.0,,,W,2400
USW00094846,2018-01-14,WSF2,98.0,,,W,
USW00094846,2018-01-14,WDF5,170.0,,,W,
USW00094846,2018-01-14,PRCP,20.0,,,W,2400
USW00094846,2018-01-14,AWND,42.0,,,W,
USW00094846,2018-01-14,WDF2,160.0,,,W,
USW00094846,2018-01-14,WT01,1.0,,,W,
USW00094846,2018-01-15,PRCP,36.0,,,W,2400
USW00094846,2018-01-15,TMAX,-43.0,,,W,2400
USW00094846,2018-01-15,SNOW,58.0,,,W,
USW00094846,2018-01-15,WDF2,170.0,,,W,
USW00094846,2018-01-15,TMIN,-121.0,,,W,2400
USW00094846,2018-01-15,WSF5,98.0,,,W,
USW00094846,2018-01-15,SNWD,50.0,,,W,2400
USW00094846,2018-01-15,AWND,49.0,,,W,
USW00094846,2018-01-15,WSF2,76.0,,,W,
USW00094846,2018-01-15,WT01,1.0,,,W,
USW00094846,2018-01-15,TAVG,-72.0,H,,S,
USW00094846,2018-01-15,WT08,1.0,,,W,
USW00094846,2018-01-15,WDF5,170.0,,,W,
USW00094846,2018-01-16,WT08,1.0,,,W,
USW00094846,2018-01-16,WSF2,81.0,,,W,
USW00094846,2018-01-16,SNWD,80.0,,,W,2400
USW00094846,2018-01-16,PRCP,3.0,,,W,2400
USW00094846,2018-01-16,SNOW,15.0,,,W,
USW00094846,2018-01-16,WSF5,98.0,,,W,
USW00094846,2018-01-16,WT01,1.0,,,W,
USW00094846,2018-01-16,WDF2,330.0,,,W,
USW00094846,2018-01-16,TMAX,-32.0,,,W,2400
USW00094846,2018-01-16,TAVG,-92.0,H,,S,
USW00094846,2018-01-16,WDF5,320.0,,,W,
USW00094846,2018-01-16,TMIN,-127.0,,,W,2400
USW00094846,2018-01-16,AWND,53.0,,,W,
USW00094846,2018-01-17,WDF2,240.0,,,W,
USW00094846,2018-01-17,TMAX,-66.0,,,W,2400
USW00094846,2018-01-17,TAVG,-104.0,H,,S,
USW00094846,2018-01-17,PRCP,0.0,,,W,2400
USW00094846,2018-01-17,WSF5,143.0,,,W,
USW00094846,2018-01-17,AWND,55.0,,,W,
USW00094846,2018-01-17,SNWD,80.0,,,W,2400
USW00094846,2018-01-17,WDF5,240.0,,,W,
USW00094846,2018-01-17,WSF2,112.0,,,W,
USW00094846,2018-01-17,TMIN,-155.0,,,W,2400
USW00094846,2018-01-17,SNOW,0.0,,,W,
USW00094846,2018-01-18,WSF5,125.0,,,W,
USW00094846,2018-01-18,TAVG,-60.0,H,,S,
USW00094846,2018-01-18,TMAX,0.0,,,W,2400
USW00094846,2018-01-18,PRCP,0.0,,,W,2400
USW00094846,2018-01-18,SNWD,50.0,,,W,2400
USW00094846,2018-01-18,AWND,67.0,,,W,
USW00094846,2018-01-18,TMIN,-88.0,,,W,2400
USW00094846,2018-01-18,SNOW,0.0,,,W,
USW00094846,2018-01-18,WDF2,220.0,,,W,
USW00094846,2018-01-18,WSF2,98.0,,,W,
USW00094846,2018-01-18,WDF5,240.0,,,W,
USW00094846,2018-01-19,WDF2,210.0,,,W,
USW00094846,2018-01-19,WSF2,116.0,,,W,
USW00094846,2018-01-19,AWND,75.0,,,W,
USW00094846,2018-01-19,WSF5,152.0,,,W,
USW00094846,2018-01-19,WDF5,230.0,,,W,
USW00094846,2018-01-19,SNWD,50.0,,,W,2400
USW00094846,2018-01-19,SNOW,0.0,,,W,
USW00094846,2018-01-19,TMAX,44.0,,,W,2400
USW00094846,2018-01-19,PRCP,0.0,,,W,2400
USW00094846,2018-01-19,TMIN,-21.0,,,W,2400
USW00094846,2018-01-19,TAVG,1.0,H,,S,
USW00094846,2018-01-20,AWND,37.0,,,W,
USW00094846,2018-01-20,SNWD,0.0,,,W,2400
USW00094846,2018-01-20,WDF2,220.0,,,W,
USW00094846,2018-01-20,PRCP,0.0,,,W,2400
USW00094846,2018-01-20,WDF5,220.0,,,W,
USW00094846,2018-01-20,WSF2,67.0,,,W,
USW00094846,2018-01-20,TMAX,72.0,,,W,2400
USW00094846,2018-01-20,SNOW,0.0,,,W,
USW00094846,2018-01-20,WT01,1.0,,,W,
USW00094846,2018-01-20,WSF5,98.0,,,W,
USW00094846,2018-01-20,TAVG,40.0,H,,S,
USW00094846,2018-01-20,TMIN,0.0,,,W,2400
USW00094846,2018-01-21,WT01,1.0,,,W,
USW00094846,2018-01-21,PRCP,0.0,T,,W,2400
USW00094846,2018-01-21,AWND,17.0,,,W,
USW00094846,2018-01-21,TAVG,46.0,H,,S,
USW00094846,2018-01-21,WSF2,36.0,,,W,
USW00094846,2018-01-21,WDF2,120.0,,,W,
USW00094846,2018-01-21,TMAX,67.0,,,W,2400
USW00094846,2018-01-21,WSF5,49.0,,,W,
USW00094846,2018-01-21,SNWD,0.0,,,W,2400
USW00094846,2018-01-21,TMIN,22.0,,,W,2400
USW00094846,2018-01-21,SNOW,0.0,,,W,
USW00094846,2018-01-21,WT02,1.0,,,W,
USW00094846,2018-01-21,WDF5,180.0,,,W,
USW00094846,2018-01-22,PRCP,206.0,,,W,2400
USW00094846,2018-01-22,WSF2,107.0,,,W,
USW00094846,2018-01-22,TMIN,33.0,,,W,2400
USW00094846,2018-01-22,AWND,56.0,,,W,
USW00094846,2018-01-22,WT02,1.0,,,W,
USW00094846,2018-01-22,WDF2,250.0,,,W,
USW00094846,2018-01-22,WT03,1.0,,,W,
USW00094846,2018-01-22,WDF5,250.0,,,W,
USW00094846,2018-01-22,WT01,1.0,,,W,
USW00094846,2018-01-22,SNOW,0.0,,,W,
USW00094846,2018-01-22,WSF5,157.0,,,W,
USW00094846,2018-01-22,SNWD,0.0,,,W,2400
USW00094846,2018-01-22,TAVG,84.0,H,,S,
USW00094846,2018-01-22,TMAX,122.0,,,W,2400
USW00094846,2018-01-23,WT01,1.0,,,W,
USW00094846,2018-01-23,SNOW,13.0,,,W,
USW00094846,2018-01-23,PRCP,18.0,,,W,2400
USW00094846,2018-01-23,WDF2,320.0,,,W,
USW00094846,2018-01-23,WSF2,94.0,,,W,
USW00094846,2018-01-23,TMAX,39.0,,,W,2400
USW00094846,2018-01-23,WDF5,320.0,,,W,
USW00094846,2018-01-23,TAVG,19.0,H,,S,
USW00094846,2018-01-23,WSF5,125.0,,,W,
USW00094846,2018-01-23,TMIN,-21.0,,,W,2400
USW00094846,2018-01-23,AWND,57.0,,,W,
USW00094846,2018-01-23,SNWD,0.0,,,W,2400
USW00094846,2018-01-24,WDF5,260.0,,,W,
USW00094846,2018-01-24,WT08,1.0,,,W,
USW00094846,2018-01-24,SNWD,30.0,,,W,2400
USW00094846,2018-01-24,WSF2,58.0,,,W,
USW00094846,2018-01-24,WDF2,340.0,,,W,
USW00094846,2018-01-24,TAVG,-19.0,H,,S,
USW00094846,2018-01-24,WSF5,72.0,,,W,
USW00094846,2018-01-24,PRCP,5.0,,,W,2400
USW00094846,2018-01-24,SNOW,8.0,,,W,
USW00094846,2018-01-24,TMIN,-27.0,,,W,2400
USW00094846,2018-01-24,AWND,29.0,,,W,
USW00094846,2018-01-24,TMAX,-10.0,,,W,2400
USW00094846,2018-01-25,SNOW,0.0,,,W,
USW00094846,2018-01-25,AWND,43.0,,,W,
USW00094846,2018-01-25,WDF5,170.0,,,W,
USW00094846,2018-01-25,TMIN,-43.0,,,W,2400
USW00094846,2018-01-25,WSF5,98.0,,,W,
USW00094846,2018-01-25,TAVG,-4.0,H,,S,
USW00094846,2018-01-25,WDF2,170.0,,,W,
USW00094846,2018-01-25,PRCP,0.0,,,W,2400
USW00094846,2018-01-25,WSF2,89.0,,,W,
USW00094846,2018-01-25,SNWD,30.0,,,W,2400
USW00094846,2018-01-25,TMAX,61.0,,,W,2400
USW00094846,2018-01-26,TAVG,50.0,H,,S,
USW00094846,2018-01-26,SNWD,0.0,,,W,2400
USW00094846,2018-01-26,WDF5,180.0,,,W,
USW00094846,2018-01-26,TMAX,106.0,,,W,2400
USW00094846,2018-01-26,PRCP,0.0,,,W,2400
USW00094846,2018-01-26,WSF2,143.0,,,W,
USW00094846,2018-01-26,SNOW,0.0,,,W,
USW00094846,2018-01-26,AWND,83.0,,,W,
USW00094846,2018-01-26,TMIN,6.0,,,W,2400
USW00094846,2018-01-26,WSF5,183.0,,,W,
USW00094846,2018-01-26,WDF2,200.0,,,W,
USW00094846,2018-01-27,AWND,55.0,,,W,
USW00094846,2018-01-27,WSF2,139.0,,,W,
USW00094846,2018-01-27,TAVG,84.0,H,,S,
USW00094846,2018-01-27,WDF5,210.0,,,W,
USW00094846,2018-01-27,TMAX,100.0,,,W,2400
USW00094846,2018-01-27,PRCP,0.0,,,W,2400
USW00094846,2018-01-27,TMIN,22.0,,,W,2400
USW00094846,2018-01-27,WDF2,210.0,,,W,
USW00094846,2018-01-27,SNWD,0.0,,,W,2400
USW00094846,2018-01-27,WSF5,188.0,,,W,
USW00094846,2018-01-27,SNOW,0.0,,,W,
USW00094846,2018-01-28,WDF2,20.0,,,W,
USW00094846,2018-01-28,TMAX,44.0,,,W,2400
USW00094846,2018-01-28,AWND,39.0,,,W,
USW00094846,2018-01-28,SNOW,0.0,T,,W,
USW00094846,2018-01-28,PRCP,3.0,,,W,2400
USW00094846,2018-01-28,WSF5,103.0,,,W,
USW00094846,2018-01-28,TAVG,18.0,H,,S,
USW00094846,2018-01-28,SNWD,0.0,,,W,2400
USW00094846,2018-01-28,WSF2,81.0,,,W,
USW00094846,2018-01-28,WDF5,20.0,,,W,
USW00094846,2018-01-28,TMIN,-21.0,,,W,2400
USW00094846,2018-01-29,SNOW,0.0,T,,W,
USW00094846,2018-01-29,TMAX,-10.0,,,W,2400
USW00094846,2018-01-29,WDF5,350.0,,,W,
USW00094846,2018-01-29,TMIN,-82.0,,,W,2400
USW00094846,2018-01-29,SNWD,0.0,,,W,2400
USW00094846,2018-01-29,PRCP,0.0,T,,W,2400
USW00094846,2018-01-29,WSF5,116.0,,,W,
USW00094846,2018-01-29,AWND,54.0,,,W,
USW00094846,2018-01-29,WSF2,94.0,,,W,
USW00094846,2018-01-29,WDF2,350.0,,,W,
USW00094846,2018-01-29,TAVG,-26.0,H,,S,
USW00094846,2018-01-30,WSF5,152.0,,,W,
USW00094846,2018-01-30,WDF2,170.0,,,W,
USW00094846,2018-01-30,WSF2,116.0,,,W,
USW00094846,2018-01-30,PRCP,0.0,,,W,2400
USW00094846,2018-01-30,TMAX,-5.0,,,W,2400
USW00094846,2018-01-30,SNOW,0.0,,,W,
USW00094846,2018-01-30,TAVG,-61.0,H,,S,
USW00094846,2018-01-30,SNWD,0.0,,,W,2400
USW00094846,2018-01-30,TMIN,-93.0,,,W,2400
USW00094846,2018-01-30,WDF5,170.0,,,W,
USW00094846,2018-01-30,AWND,47.0,,,W,
USW00094846,2018-01-31,WDF5,180.0,,,W,
USW00094846,2018-01-31,WSF5,152.0,,,W,
USW00094846,2018-01-31,TMAX,56.0,,,W,2400
USW00094846,2018-01-31,TAVG,14.0,H,,S,
USW00094846,2018-01-31,SNOW,0.0,,,W,
USW00094846,2018-01-31,SNWD,0.0,,,W,2400
USW00094846,2018-01-31,WDF2,190.0,,,W,
USW00094846,2018-01-31,TMIN,-5.0,,,W,2400
USW00094846,2018-01-31,AWND,62.0,,,W,
USW00094846,2018-01-31,WSF2,112.0,,,W,
USW00094846,2018-01-31,PRCP,0.0,,,W,2400
USW00094846,2018-02-01,TMAX,17.0,,,W,2400
USW00094846,2018-02-01,WSF2,116.0,,,W,
USW00094846,2018-02-01,WSF5,152.0,,,W,
USW00094846,2018-02-01,SNOW,0.0,,,W,
USW00094846,2018-02-01,TMIN,-132.0,,,W,2400
USW00094846,2018-02-01,SNWD,0.0,,,W,2400
USW00094846,2018-02-01,WDF2,310.0,,,W,
USW00094846,2018-02-01,TAVG,-23.0,H,,S,
USW00094846,2018-02-01,PRCP,0.0,,,W,2400
USW00094846,2018-02-01,WDF5,320.0,,,W,
USW00094846,2018-02-01,AWND,69.0,,,W,
USW00094846,2018-02-02,PRCP,0.0,,,W,2400
USW00094846,2018-02-02,SNOW,0.0,,,W,
USW00094846,2018-02-02,TMAX,-55.0,,,W,2400
USW00094846,2018-02-02,AWND,46.0,,,W,
USW00094846,2018-02-02,TAVG,-118.0,H,,S,
USW00094846,2018-02-02,TMIN,-149.0,,,W,2400
USW00094846,2018-02-02,WSF2,76.0,,,W,
USW00094846,2018-02-02,WDF2,220.0,,,W,
USW00094846,2018-02-02,WDF5,220.0,,,W,
USW00094846,2018-02-02,SNWD,0.0,,,W,2400
USW00094846,2018-02-02,WSF5,98.0,,,W,
USW00094846,2018-02-03,PRCP,8.0,,,W,2400
USW00094846,2018-02-03,TMAX,50.0,,,W,2400
USW00094846,2018-02-03,TAVG,-32.0,H,,S,
USW00094846,2018-02-03,SNWD,0.0,,,W,2400
USW00094846,2018-02-03,WDF2,220.0,,,W,
USW00094846,2018-02-03,WDF5,230.0,,,W,
USW00094846,2018-02-03,WSF2,125.0,,,W,
USW00094846,2018-02-03,WT01,1.0,,,W,
USW00094846,2018-02-03,WSF5,165.0,,,W,
USW00094846,2018-02-03,TMIN,-55.0,,,W,2400
USW00094846,2018-02-03,SNOW,20.0,,,W,
USW00094846,2018-02-03,AWND,59.0,,,W,
USW00094846,2018-02-04,TMAX,17.0,,,W,2400
USW00094846,2018-02-04,TMIN,-155.0,,,W,2400
USW00094846,2018-02-04,WSF5,139.0,,,W,
USW00094846,2018-02-04,SNOW,28.0,,,W,
USW00094846,2018-02-04,WSF2,107.0,,,W,
USW00094846,2018-02-04,WT01,1.0,,,W,
USW00094846,2018-02-04,WDF2,340.0,,,W,
USW00094846,2018-02-04,TAVG,-34.0,H,,S,
USW00094846,2018-02-04,WT09,1.0,,,W,
USW00094846,2018-02-04,AWND,60.0,,,W,
USW00094846,2018-02-04,WDF5,350.0,,,W,
USW00094846,2018-02-04,PRCP,20.0,,,W,2400
USW00094846,2018-02-04,SNWD,30.0,,,W,2400
USW00094846,2018-02-05,AWND,31.0,,,W,
USW00094846,2018-02-05,TAVG,-145.0,H,,S,
USW00094846,2018-02-05,PRCP,56.0,,,W,2400
USW00094846,2018-02-05,WDF2,220.0,,,W,
USW00094846,2018-02-05,TMIN,-193.0,,,W,2400
USW00094846,2018-02-05,WSF2,63.0,,,W,
USW00094846,2018-02-05,SNOW,56.0,,,W,
USW00094846,2018-02-05,SNWD,50.0,,,W,2400
USW00094846,2018-02-05,WDF5,250.0,,,W,
USW00094846,2018-02-05,TMAX,-110.0,,,W,2400
USW00094846,2018-02-05,WT01,1.0,,,W,
USW00094846,2018-02-05,WSF5,81.0,,,W,
USW00094846,2018-02-06,TMIN,-160.0,,,W,2400
USW00094846,2018-02-06,WDF2,340.0,,,W,
USW00094846,2018-02-06,TAVG,-112.0,H,,S,
USW00094846,2018-02-06,AWND,24.0,,,W,
USW00094846,2018-02-06,SNWD,100.0,,,W,2400
USW00094846,2018-02-06,WSF5,67.0,,,W,
USW00094846,2018-02-06,SNOW,5.0,,,W,
USW00094846,2018-02-06,PRCP,5.0,,,W,2400
USW00094846,2018-02-06,WSF2,54.0,,,W,
USW00094846,2018-02-06,TMAX,-60.0,,,W,2400
USW00094846,2018-02-06,WT01,1.0,,,W,
USW00094846,2018-02-06,WDF5,290.0,,,W,
USW00094846,2018-02-07,WSF5,98.0,,,W,
USW00094846,2018-02-07,WT08,1.0,,,W,
USW00094846,2018-02-07,TMIN,-132.0,,,W,2400
USW00094846,2018-02-07,WT01,1.0,,,W,
USW00094846,2018-02-07,SNWD,100.0,,,W,2400
USW00094846,2018-02-07,AWND,42.0,,,W,
USW00094846,2018-02-07,WDF5,290.0,,,W,
USW00094846,2018-02-07,TMAX,-66.0,,,W,2400
USW00094846,2018-02-07,WDF2,290.0,,,W,
USW00094846,2018-02-07,PRCP,28.0,,,W,2400
USW00094846,2018-02-07,SNOW,43.0,,,W,
USW00094846,2018-02-07,TAVG,-85.0,H,,S,
USW00094846,2018-02-07,WSF2,76.0,,,W,
USW00094846,2018-02-08,PRCP,38.0,,,W,2400
USW00094846,2018-02-08,SNWD,100.0,,,W,2400
USW00094846,2018-02-08,WDF5,250.0,,,W,
USW00094846,2018-02-08,TMIN,-138.0,,,W,2400
USW00094846,2018-02-08,TMAX,-60.0,,,W,2400
USW00094846,2018-02-08,WT01,1.0,,,W,
USW00094846,2018-02-08,WDF2,240.0,,,W,
USW00094846,2018-02-08,SNOW,41.0,,,W,
USW00094846,2018-02-08,WSF5,72.0,,,W,
USW00094846,2018-02-08,AWND,31.0,,,W,
USW00094846,2018-02-08,TAVG,-104.0,H,,S,
USW00094846,2018-02-08,WSF2,58.0,,,W,
USW00094846,2018-02-09,SNWD,200.0,,,W,2400
USW00094846,2018-02-09,WSF2,94.0,,,W,
USW00094846,2018-02-09,WDF2,20.0,,,W,
USW00094846,2018-02-09,TMIN,-77.0,,,W,2400
USW00094846,2018-02-09,WT08,1.0,,,W,
USW00094846,2018-02-09,TMAX,-21.0,,,W,2400
USW00094846,2018-02-09,WDF5,30.0,,,W,
USW00094846,2018-02-09,PRCP,145.0,,,W,2400
USW00094846,2018-02-09,AWND,48.0,,,W,
USW00094846,2018-02-09,WSF5,112.0,,,W,
USW00094846,2018-02-09,WT09,1.0,,,W,
USW00094846,2018-02-09,WT01,1.0,,,W,
USW00094846,2018-02-09,TAVG,-47.0,H,,S,
USW00094846,2018-02-09,SNOW,157.0,,,W,
USW00094846,2018-02-10,AWND,43.0,,,W,
USW00094846,2018-02-10,SNOW,20.0,,,W,
USW00094846,2018-02-10,WDF2,350.0,,,W,
USW00094846,2018-02-10,WSF5,98.0,,,W,
USW00094846,2018-02-10,WT01,1.0,,,W,
USW00094846,2018-02-10,TMAX,-55.0,,,W,2400
USW00094846,2018-02-10,WDF5,350.0,,,W,
USW00094846,2018-02-10,TMIN,-99.0,,,W,2400
USW00094846,2018-02-10,WSF2,76.0,,,W,
USW00094846,2018-02-10,TAVG,-73.0,H,,S,
USW00094846,2018-02-10,PRCP,13.0,,,W,2400
USW00094846,2018-02-10,SNWD,250.0,,,W,2400
USW00094846,2018-02-11,PRCP,99.0,,,W,2400
USW00094846,2018-02-11,WT08,1.0,,,W,
USW00094846,2018-02-11,TMIN,-116.0,,,W,2400
USW00094846,2018-02-11,SNOW,94.0,,,W,
USW00094846,2018-02-11,WT01,1.0,,,W,
USW00094846,2018-02-11,TAVG,-69.0,H,,S,
USW00094846,2018-02-11,TMAX,-55.0,,,W,2400
USW00094846,2018-02-11,WDF5,340.0,,,W,
USW00094846,2018-02-11,AWND,45.0,,,W,
USW00094846,2018-02-11,WSF5,89.0,,,W,
USW00094846,2018-02-11,WDF2,340.0,,,W,
USW00094846,2018-02-11,SNWD,300.0,,,W,2400
USW00094846,2018-02-11,WSF2,72.0,,,W,
USW00094846,2018-02-11,WT02,1.0,,,W,
